part_no,annotator_human,annotator_chatgpt,annotator_chatgpt_empathy,dialog_id,emotion,sentiment,plutchik,situation,speaker_uttr,response_human,response_chatgpt,response_chatgpt_empathy,rating_human,rating_chatgpt,rating_chatgpt_empathy,empathy_propensity_human,empathy_propensity_chatgpt,empathy_propensity_chatgpt_empathy,empathy_arr_human,empathy_arr_chatgpt,empathy_arr_chatgpt_empathy,miti_human,miti_chatgpt,miti_chatgpt_empathy
194,5ded9996838b4f45b83bb3f9,62b60d23ea3a3c1289f14a7e,5829f8eed7e5ff0001ff7d8d,hit:11172_conv:22345,proud,positive,optimism,My son is in the National Guard. He has made it all the way to Sargent. ,My son is amazing! He's been in the National Guard for 9 years and is a Sargent now. ,Wow!! That is amazing! Good for him. You must be really proud and you have every right to be! :),That's truly impressive! Your son's dedication and service in the National Guard is commendable. You must be incredibly proud of his achievements as a Sergeant.,That's wonderful! You must be incredibly proud of your son's dedication and achievements in the National Guard. His commitment is truly admirable.,3,2,3,64,55,55,"[2, -2, 2, -2, 2, 2, -2, 2, 2, -2, -2, -2, 2, -2, -2, 2]","[1, -2, 2, -1, 2, 2, -1, 1, 1, -1, 1, -2, 2, -2, -2, 2]","[1, -1, 2, -1, 2, 1, -1, 1, 1, -1, -1, -2, 2, -2, -2, 2]","['Other', 'Affirm', 'Affirm', 'Support', 'Other']","['Affirm', 'Affirm', 'Affirm']","['Affirm', 'Affirm', 'Affirm']"
194,5ded9996838b4f45b83bb3f9,62b60d23ea3a3c1289f14a7e,5829f8eed7e5ff0001ff7d8d,hit:3681_conv:7363,terrified,negative,fear,So I took a picture of myself at a battlefield and there was a ghostly smudge over me that wasn't in the image before or after it.,So I took a picture of myself at a battlefield and there was a ghostly smudge over me that wasn't in the image before or after it.,That's extremely unsettling. How did you feel when you saw the photo with that in it for the first time?,"That sounds intriguing! It could be a lens flare, dust, or even a bug close to the lens. However, if you're into the paranormal, it might be something more mysterious. Can you share the picture?","That sounds quite unsettling. It's natural to feel uneasy when we can't explain something. Remember, cameras can sometimes capture light and reflections in unusual ways.",3,3,3,64,55,55,"[2, -2, 2, -2, 2, 2, -2, 2, 2, -2, -2, -2, 2, -2, -2, 2]","[1, -2, 2, -1, 2, 2, -1, 1, 1, -1, 1, -2, 2, -2, -2, 2]","[1, -1, 2, -1, 2, 1, -1, 1, 1, -1, -1, -2, 2, -2, -2, 2]","['Complex Reflection', 'Open Question']","['Affirm', 'Give Information', 'Give Information', 'Closed Question']","['Affirm', 'Give Information', 'Give Information', 'Closed Question']"
194,5ded9996838b4f45b83bb3f9,62b60d23ea3a3c1289f14a7e,5829f8eed7e5ff0001ff7d8d,hit:4395_conv:8791,hopeful,positive,anticipation,I have put in so many hours at work hoping to get a promotion. Fingers crossed it works!,I have put in so many hours at work hoping to get a promotion. Fingers crossed it works,Yeah I hope you get it! I'm sure they will recognize the extra time you've been doing.,"That's great to hear! Your dedication and hard work will surely pay off. Remember, success comes to those who never give up. Best of luck with your promotion!","I can imagine how hard you've been working and the anticipation you must be feeling. I'm really hoping for the best for you. Remember, your effort is valuable regardless of the outcome.",3,3,2,64,55,55,"[2, -2, 2, -2, 2, 2, -2, 2, 2, -2, -2, -2, 2, -2, -2, 2]","[1, -2, 2, -1, 2, 2, -1, 1, 1, -1, 1, -2, 2, -2, -2, 2]","[1, -1, 2, -1, 2, 1, -1, 1, 1, -1, -1, -2, 2, -2, -2, 2]","['Support', 'Give Information']","['Affirm', 'Affirm', 'Give Information', 'Support']","['Affirm', 'Affirm', 'Give Information', 'Support']"
194,5ded9996838b4f45b83bb3f9,62b60d23ea3a3c1289f14a7e,5829f8eed7e5ff0001ff7d8d,hit:7040_conv:14081,devastated,negative,sadness,"My husband told me last year that he wants a divorce.  Not real reason IMO, just said that he's unhappy.",My husband told me last year that he wanted a divorce.,Sorry to hear that how did things turn out did you two make it work or going through the process now?,"I'm really sorry to hear that you're going through this. It must be a challenging time for you. Remember, it's important to take care of yourself and seek support.","I'm really sorry to hear that you're going through this. It must be incredibly tough. Remember, it's okay to take time for yourself to process and heal.",3,2,3,64,55,55,"[2, -2, 2, -2, 2, 2, -2, 2, 2, -2, -2, -2, 2, -2, -2, 2]","[1, -2, 2, -1, 2, 2, -1, 1, 1, -1, 1, -2, 2, -2, -2, 2]","[1, -1, 2, -1, 2, 1, -1, 1, 1, -1, -1, -2, 2, -2, -2, 2]",['Support'],"['Support', 'Complex Reflection', 'Advise without Permission']","['Support', 'Complex Reflection', 'Advise without Permission']"
194,5ded9996838b4f45b83bb3f9,62b60d23ea3a3c1289f14a7e,5829f8eed7e5ff0001ff7d8d,hit:6768_conv:13537,proud,positive,optimism,I was proud when my little brother graduated from college.  He had to work hard but he got through it.,My little brother graduated not too long ago.  He had to work hard but he made it through college,"That's great, it's good to see people finish what they start. You must be very proud.","That's fantastic news! Congratulations to your little brother. College can be challenging, but his hard work and dedication have paid off. What did he major in?",That's wonderful news! Your brother's hard work and determination really paid off. Graduating from college is a significant achievement. You must be very proud of him.,3,2,3,64,55,55,"[2, -2, 2, -2, 2, 2, -2, 2, 2, -2, -2, -2, 2, -2, -2, 2]","[1, -2, 2, -1, 2, 2, -1, 1, 1, -1, 1, -2, 2, -2, -2, 2]","[1, -1, 2, -1, 2, 1, -1, 1, 1, -1, -1, -2, 2, -2, -2, 2]","['Affirm', 'Affirm']","['Affirm', 'Affirm', 'Complex Reflection', 'Open Question']","['Affirm', 'Affirm', 'Complex Reflection', 'Open Question']"
194,5ded9996838b4f45b83bb3f9,62b60d23ea3a3c1289f14a7e,5829f8eed7e5ff0001ff7d8d,hit:1592_conv:3185,grateful,positive,trust,"I had food, water, and a place to sleep today. I am so thankful.","I had food, water, and a place to sleep today. I am so thankful.",I get that so many people in the world are so much worse off then us. I think it's easy to forget that.,That's a wonderful perspective to have! It's important to appreciate the basic necessities we often take for granted. Gratitude truly enhances our overall well-being.,That's wonderful to hear! It's so important to appreciate these basic necessities. Your gratitude is truly inspiring.,2,3,2,64,55,55,"[2, -2, 2, -2, 2, 2, -2, 2, 2, -2, -2, -2, 2, -2, -2, 2]","[1, -2, 2, -1, 2, 2, -1, 1, 1, -1, 1, -2, 2, -2, -2, 2]","[1, -1, 2, -1, 2, 1, -1, 1, 1, -1, -1, -2, 2, -2, -2, 2]","['Support', 'Simple Reflection']","['Affirm', 'Give Information', 'Give Information']","['Affirm', 'Give Information', 'Give Information']"
195,601b137a1e2f3c47fb566272,63c53db657f8b90ef7b69862,5ca102f57114700016da340d,hit:5419_conv:10838,jealous,negative,aggressiveness,In high school it felt like everyone had their first kiss before me. I wanted to kiss a girl so bad,In high school it felt like everyone had their first kiss before me.,At least you finally got one! Sometimes it helps not to focus too much on what everyone has has or has done.,"I understand how you felt. It's common to compare ourselves to others, especially during high school. But remember, everyone's journey is unique and unfolds at its own pace.","I can understand how that might have made you feel left out or behind. It's okay, everyone experiences things at their own pace. There's no right or wrong time for these milestones.",2,3,3,27,52,44,"[-1, 1, 0, -1, 0, -1, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0]","[1, 0, 2, -2, 2, 1, -1, 1, 2, 0, 1, -2, 2, -2, -2, 1]","[0, 0, 1, -1, 1, 0, 0, 1, 0, 0, -1, -1, 2, -2, -1, 1]","['Affirm', 'Give Information']","['Support', 'Give Information', 'Give Information']","['Support', 'Give Information', 'Give Information']"
195,601b137a1e2f3c47fb566272,63c53db657f8b90ef7b69862,5ca102f57114700016da340d,hit:11479_conv:22958,sentimental,negative,sadness,I recently stopped at Sonic and got a car hop classic. t,I recently stopped at Sonic and got a carhop classic. It reminded me of when my Grandfather used to take me there as a kid.,I love Sonic! I used to go as a kid a lot as well. They have the best shakes.,That sounds like a wonderful memory! Food often has a way of connecting us to our past. It's great that the carhop classic at Sonic could bring back such fond memories of your grandfather.,That sounds like a special memory. It's amazing how certain tastes can bring back such vivid memories. Your grandfather must have been a wonderful person to create such lasting memories.,3,3,2,27,52,44,"[-1, 1, 0, -1, 0, -1, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0]","[1, 0, 2, -2, 2, 1, -1, 1, 2, 0, 1, -2, 2, -2, -2, 1]","[0, 0, 1, -1, 1, 0, 0, 1, 0, 0, -1, -1, 2, -2, -1, 1]","['Self-Disclose', 'Self-Disclose', 'Give Information']","['Complex Reflection', 'Give Information', 'Affirm']","['Complex Reflection', 'Give Information', 'Affirm']"
195,601b137a1e2f3c47fb566272,63c53db657f8b90ef7b69862,5ca102f57114700016da340d,hit:9703_conv:19407,hopeful,positive,anticipation,My husbands open heart surgery for Monday was postponed. We have to deal with Kidney related issues now.,My husbands open heart surgery for Monday was postponed. We have to deal with Kidney related issues now,"Sorry to hear that. My parents used to struggle with health issues too, and I'd worry just as much as they would. Do you know when it may be rescheduled for?",I'm really sorry to hear about the postponement. It must be tough dealing with these health issues. I hope the kidney-related problems get resolved soon so your husband can have his heart surgery. Stay strong.,I'm really sorry to hear about your husband's health challenges. It must be a stressful time for both of you. Please know that I'm here for you if you need someone to talk to.,3,3,3,27,52,44,"[-1, 1, 0, -1, 0, -1, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0]","[1, 0, 2, -2, 2, 1, -1, 1, 2, 0, 1, -2, 2, -2, -2, 1]","[0, 0, 1, -1, 1, 0, 0, 1, 0, 0, -1, -1, 2, -2, -1, 1]","['Support', 'Self-Disclose', 'Closed Question']","['Support', 'Support', 'Support', 'Direct']","['Support', 'Support', 'Support', 'Direct']"
195,601b137a1e2f3c47fb566272,63c53db657f8b90ef7b69862,5ca102f57114700016da340d,hit:4084_conv:8169,caring,positive,love,"My friend has had the flu, and I have been making sure they get better and that they eat.","My friend has had the flu, and I have been making sure they get better and that they eat.","That's sweet of you, the flu is a pretty gnarly sickness to go through. You sound like a good friend!",That's very kind of you. It's important to ensure they stay hydrated and eat nutritious food to recover quickly. Remember to protect yourself too by maintaining good hygiene.,I'm sorry to hear about your friend's illness. It's wonderful that you're there to support them. I'm sure your care is making a big difference in their recovery.,2,2,3,27,52,44,"[-1, 1, 0, -1, 0, -1, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0]","[1, 0, 2, -2, 2, 1, -1, 1, 2, 0, 1, -2, 2, -2, -2, 1]","[0, 0, 1, -1, 1, 0, 0, 1, 0, 0, -1, -1, 2, -2, -1, 1]","['Affirm', 'Affirm']","['Affirm', 'Advise without Permission', 'Direct']","['Affirm', 'Advise without Permission', 'Direct']"
195,601b137a1e2f3c47fb566272,63c53db657f8b90ef7b69862,5ca102f57114700016da340d,hit:7469_conv:14938,excited,positive,joy,when i ever i work with the fastest co workers im happy,"everytime before clocking in i look at the schedule , when i see a bunch of fast workers on the list im so happy , like we are getting out early today ",That's good to have a bunch of people working with you that are fast and good at their job. I bet it makes everyone's job a lot easier.,That's great! Having a team of efficient workers can really make the day go by faster. It's always a bonus when you can finish up early. Enjoy those days!,That's great! It's always a boost when you know you're working with a team that's efficient and fast. It definitely makes the day go by quicker and smoother.,2,3,2,27,52,44,"[-1, 1, 0, -1, 0, -1, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0]","[1, 0, 2, -2, 2, 1, -1, 1, 2, 0, 1, -2, 2, -2, -2, 1]","[0, 0, 1, -1, 1, 0, 0, 1, 0, 0, -1, -1, 2, -2, -1, 1]","['Affirm', 'Affirm']","['Affirm', 'Give Information', 'Affirm', 'Direct']","['Affirm', 'Give Information', 'Affirm', 'Direct']"
195,601b137a1e2f3c47fb566272,63c53db657f8b90ef7b69862,5ca102f57114700016da340d,hit:9174_conv:18348,prepared,positive,anticipation,I am ready for my work meeting tomorrow. I have been working on it all night,I am ready for work tomorrow and my team meeting. I have been working on it all night,That's really great to hear. It's always good to prepare for big events like that. What's the meeting about?,"That's great to hear! Preparation is key to success. Remember to take some time to rest as well, so you can be at your best for the meeting. Good luck!","It sounds like you've been working really hard to prepare for your meeting. Remember, it's also important to rest and take care of yourself. Good luck for tomorrow!",3,3,3,27,52,44,"[-1, 1, 0, -1, 0, -1, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0]","[1, 0, 2, -2, 2, 1, -1, 1, 2, 0, 1, -2, 2, -2, -2, 1]","[0, 0, 1, -1, 1, 0, 0, 1, 0, 0, -1, -1, 2, -2, -1, 1]","['Affirm', 'Give Information', 'Open Question']","['Affirm', 'Give Information', 'Direct', 'Support']","['Affirm', 'Give Information', 'Direct', 'Support']"
195,601b137a1e2f3c47fb566272,63c53db657f8b90ef7b69862,5ca102f57114700016da340d,hit:2319_conv:4638,impressed,positive,surprised,My son won first place in a spelling bee!,"My son is dyslexic and has ADD, with a little work he ended up winning his spelling bee! I'm proud of him!","That is amazing! I'm happy to hear that. I can relate, I feel like I have undiagnosed ADD.",That's absolutely wonderful! Your son's determination and hard work are truly inspiring. It's clear he has a strong support system in you. Congratulations to him on his spelling bee victory!,That's wonderful news! Your son's determination and hard work are truly inspiring. You must be incredibly proud of his achievement. Congratulations to him!,1,3,3,27,52,44,"[-1, 1, 0, -1, 0, -1, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0]","[1, 0, 2, -2, 2, 1, -1, 1, 2, 0, 1, -2, 2, -2, -2, 1]","[0, 0, 1, -1, 1, 0, 0, 1, 0, 0, -1, -1, 2, -2, -1, 1]","['Affirm', 'Support', 'Self-Disclose']","['Affirm', 'Affirm', 'Affirm', 'Affirm']","['Affirm', 'Affirm', 'Affirm', 'Affirm']"
195,601b137a1e2f3c47fb566272,63c53db657f8b90ef7b69862,5ca102f57114700016da340d,hit:494_conv:988,hopeful,positive,anticipation,Whenever I see a newborn baby I always think about how I wish their life will be happy and long.,Whenever I see a newborn baby I always think about how I wish their life will be happy and long.,"That is really sweet, I saw someone tweet about a baby laughing on the beach for 15 minutes today. Happy babies are fun","That's a beautiful sentiment. Every newborn represents a new beginning, full of potential. Let's hope they all experience happiness, health, and longevity in their lives.",That's a beautiful sentiment. Every newborn brings a sense of hope and potential. I share your wish for their happiness and longevity.,2,2,3,27,52,44,"[-1, 1, 0, -1, 0, -1, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0]","[1, 0, 2, -2, 2, 1, -1, 1, 2, 0, 1, -2, 2, -2, -2, 1]","[0, 0, 1, -1, 1, 0, 0, 1, 0, 0, -1, -1, 2, -2, -1, 1]","['Complex Reflection', 'Give Information']","['Affirm', 'Give Information', 'Support']","['Affirm', 'Give Information', 'Support']"
195,601b137a1e2f3c47fb566272,63c53db657f8b90ef7b69862,5ca102f57114700016da340d,hit:7512_conv:15025,excited,positive,joy,I am about to invest in cryptocurrencies after having saved enough. So thrilled for its potential to grow,"After having saved enough, i am about to invest in cryptocurrencies. So thrilled for its potential to grow in the future",That's quite interesting.  I need to learn more about cryptocurrency.  I thought that I had missed the opportunity.,"That's exciting! Cryptocurrencies indeed have potential for high returns, but remember they're also highly volatile. It's important to do thorough research and consider diversifying your investments.",That's really exciting! Investing in cryptocurrencies can be a thrilling journey with great potential. Remember to research well and make informed decisions. Best of luck!,2,3,2,27,52,44,"[-1, 1, 0, -1, 0, -1, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0]","[1, 0, 2, -2, 2, 1, -1, 1, 2, 0, 1, -2, 2, -2, -2, 1]","[0, 0, 1, -1, 1, 0, 0, 1, 0, 0, -1, -1, 2, -2, -1, 1]","['Complex Reflection', 'Self-Disclose', 'Self-Disclose']","['Affirm', 'Give Information', 'Advise without Permission']","['Affirm', 'Give Information', 'Advise without Permission']"
195,601b137a1e2f3c47fb566272,63c53db657f8b90ef7b69862,5ca102f57114700016da340d,hit:8567_conv:17134,content,positive,joy,I just celebrated my 35th wedding anniversary and I have never been happier in my marriage!,I just celebrated my 35th wedding anniversary and I have never been happier in my marriage!,"That is amazing!  So many people do not stay married these days, you should be proud of that accomplishment!",That's wonderful to hear! Congratulations on your 35th wedding anniversary. It's inspiring to know that your happiness continues to grow in your marriage. Here's to many more years of love and joy!,That's wonderful to hear! Congratulations on your 35th wedding anniversary. It's heartwarming to know that your marriage is filled with such happiness.,2,3,3,27,52,44,"[-1, 1, 0, -1, 0, -1, 0, 0, -1, 1, 0, 0, -1, 0, 0, 0]","[1, 0, 2, -2, 2, 1, -1, 1, 2, 0, 1, -2, 2, -2, -2, 1]","[0, 0, 1, -1, 1, 0, 0, 1, 0, 0, -1, -1, 2, -2, -1, 1]","['Affirm', 'Affirm']","['Affirm', 'Affirm', 'Affirm', 'Support']","['Affirm', 'Affirm', 'Affirm', 'Support']"
196,59609bdb599b690001ef2c59,5c5b29035e09ea0001552e37,577bfad9d8e8880001b31280,hit:10628_conv:21257,caring,positive,love,Recently I've been driving my friend's mom to and from the hospital for her chemo treatments. My friend is in the military and she can't drive so it's about the only way for her to get there.,Recently I've been driving my friend's mom to and from the hospital for her chemo treatments. My friend is in the military and she can't drive so it's about the only way for her to get there.,"Aww, that is very sweet, kind and thoughtful of you! Has it been troubling for you because I am sure you also have a busy schedule",That's incredibly kind and supportive of you. Your friend must be grateful for your help during such a challenging time. It's acts like these that truly define friendship.,That's a tough situation. It's really admirable that you're stepping in to help during such a challenging time. Your friend must be grateful for your support. How are you holding up?,3,3,3,16,51,51,"[-1, 1, -1, 1, 0, -1, 1, -1, -2, 2, 0, 0, -2, 0, 2, -1]","[1, 0, 1, -1, 1, 1, -2, 1, 1, -2, -1, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 1, 1, -1, 1, 0, -1, -1, -1, 1, -1, -2, 2]","['Affirm', 'Closed Question']","['Affirm', 'Affirm', 'Give Information']","['Affirm', 'Affirm', 'Give Information']"
196,59609bdb599b690001ef2c59,5c5b29035e09ea0001552e37,577bfad9d8e8880001b31280,hit:9127_conv:18254,proud,positive,optimism,I was able to make an A in every subject last semester. I really surprised my self with that.,I am so happy with myself. I made an A in every class last semester.,"Impressive! It is all going to be well worth it in the long run, keep going ghost rider!",That's fantastic news! Congratulations on your achievement. It's clear that your hard work and dedication to your studies have paid off. Keep up the great work!,That's fantastic! You must have worked incredibly hard to achieve such great results. Your dedication and effort are truly commendable. Congratulations on your success!,3,3,3,16,51,51,"[-1, 1, -1, 1, 0, -1, 1, -1, -2, 2, 0, 0, -2, 0, 2, -1]","[1, 0, 1, -1, 1, 1, -2, 1, 1, -2, -1, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 1, 1, -1, 1, 0, -1, -1, -1, 1, -1, -2, 2]","['Affirm', 'Direct']","['Affirm', 'Affirm', 'Affirm', 'Affirm']","['Affirm', 'Affirm', 'Affirm', 'Affirm']"
196,59609bdb599b690001ef2c59,5c5b29035e09ea0001552e37,577bfad9d8e8880001b31280,hit:7324_conv:14648,annoyed,negative,anger,My biggest pet peeve is poor people who complain about their situation and do nothing to fix it.,One big pet peeve of mine is a poor person complaining about his/her situation and doing absolutely nothing to fix it,i get that. i am in pain every morning and get up and go to work everyday. so it's hard to find sympathy from me,"I understand your frustration. It can be challenging to see someone in a difficult situation not taking steps to improve it. However, it's also important to remember that sometimes, people may lack the resources or knowledge to change their circumstances.","I understand how you feel. It can be frustrating to see someone in a difficult situation not taking steps to improve. However, sometimes people may feel stuck or overwhelmed.",2,3,2,16,51,51,"[-1, 1, -1, 1, 0, -1, 1, -1, -2, 2, 0, 0, -2, 0, 2, -1]","[1, 0, 1, -1, 1, 1, -2, 1, 1, -2, -1, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 1, 1, -1, 1, 0, -1, -1, -1, 1, -1, -2, 2]","['Support', 'Self-Disclose', 'Self-Disclose']","['Support', 'Support', 'Advise without Permission']","['Support', 'Support', 'Advise without Permission']"
196,59609bdb599b690001ef2c59,5c5b29035e09ea0001552e37,577bfad9d8e8880001b31280,hit:12311_conv:24623,embarrassed,negative,disapproval,"One time I got so drunk I stripped down and got into the pool, we just so happen to have alot of people around. The worse is not remembering and having people tell you the story","There was this one time years ago that we threw a party and I got so drunk, I do not remember anything! You know it is bad when you have people telling you what all you did and you can not remember any of it","Yeah, when I was younger I did some of that stuff as well. It's a really embarrassing thing to hear stories about things you did that you don't remember doing.","Oh wow, that sounds like quite a night! It's always a bit unnerving when you can't remember your own actions. Hopefully, it was all in good fun and nothing too embarrassing happened.","Wow, that sounds like a wild night! It can be unsettling not to remember everything. I hope you were safe and that you've learned from that experience.",1,3,3,16,51,51,"[-1, 1, -1, 1, 0, -1, 1, -1, -2, 2, 0, 0, -2, 0, 2, -1]","[1, 0, 1, -1, 1, 1, -2, 1, 1, -2, -1, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 1, 1, -1, 1, 0, -1, -1, -1, 1, -1, -2, 2]","['Self-Disclose', 'Simple Reflection']","['Complex Reflection', 'Simple Reflection', 'Support']","['Complex Reflection', 'Simple Reflection', 'Support']"
196,59609bdb599b690001ef2c59,5c5b29035e09ea0001552e37,577bfad9d8e8880001b31280,hit:7694_conv:15389,trusting,positive,trust,I let my coworker handle a project.,I let my coworker handle my project when I was on sick leave.,That was nice of them to chip in. It must have felt good that you had someone to help.,That's a great example of teamwork. It's important to have reliable colleagues who can step in when needed. I hope your project went well and you're feeling better now.,"That must have been a tough decision for you. It's important to trust our colleagues, especially in times of need. I hope everything went well with your project.",3,3,2,16,51,51,"[-1, 1, -1, 1, 0, -1, 1, -1, -2, 2, 0, 0, -2, 0, 2, -1]","[1, 0, 1, -1, 1, 1, -2, 1, 1, -2, -1, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 1, 1, -1, 1, 0, -1, -1, -1, 1, -1, -2, 2]","['Affirm', 'Support']","['Complex Reflection', 'Give Information', 'Support']","['Complex Reflection', 'Give Information', 'Support']"
196,59609bdb599b690001ef2c59,5c5b29035e09ea0001552e37,577bfad9d8e8880001b31280,hit:10103_conv:20206,ashamed,negative,disapproval,I had to borrow money from my parents to pay the mortgage. I am having trouble making ends meet. ,I had to borrow money from my parents to pay the mortgage. I am having trouble making ends meet.,"I am sorry to hear that,  I hope it is only a temporarily situation and you will be on your feet in no time.",I'm really sorry to hear that you're going through this. Financial struggles can be very stressful. Have you considered seeking advice from a financial advisor or exploring other income sources?,"I'm really sorry to hear that you're going through this. Financial struggles can be really tough. Remember, it's okay to ask for help when you need it.",2,3,3,16,51,51,"[-1, 1, -1, 1, 0, -1, 1, -1, -2, 2, 0, 0, -2, 0, 2, -1]","[1, 0, 1, -1, 1, 1, -2, 1, 1, -2, -1, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 1, 1, -1, 1, 0, -1, -1, -1, 1, -1, -2, 2]",['Support'],"['Support', 'Give Information', 'Closed Question']","['Support', 'Give Information', 'Closed Question']"
196,59609bdb599b690001ef2c59,5c5b29035e09ea0001552e37,577bfad9d8e8880001b31280,hit:5663_conv:11327,ashamed,negative,disapproval,I know I should go to bed. I am too excited for tomorrow. I feel bad,I should be asleep,"me too , but i had a long day at work and right now im just relaxing in the cold air for a little bit longer",It sounds like you're having trouble sleeping. Try some relaxation techniques like deep breathing or reading a book. Avoid screens as they can keep you awake.,"I understand how you're feeling. It can be really frustrating when you can't fall asleep, even though you're tired. Maybe you could try some relaxation techniques or listen to some calming music.",1,3,3,16,51,51,"[-1, 1, -1, 1, 0, -1, 1, -1, -2, 2, 0, 0, -2, 0, 2, -1]","[1, 0, 1, -1, 1, 1, -2, 1, 1, -2, -1, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 1, 1, -1, 1, 0, -1, -1, -1, 1, -1, -2, 2]",['Self-Disclose'],"['Complex Reflection', 'Advise without Permission', 'Direct']","['Complex Reflection', 'Advise without Permission', 'Direct']"
196,59609bdb599b690001ef2c59,5c5b29035e09ea0001552e37,577bfad9d8e8880001b31280,hit:3979_conv:7958,guilty,negative,remorse,I canceled on my friend tonight and felt bad. I was just tired,I had to cancel on my friend tonight. I felt bad when I did too,"That happens sometimes. Sometimes life just gets in the way. Heck, sometimes you just decide you can't physically do a night out, and that's okay, too. I'm sure they'd understand no matter what. Maybe you can make it up to them somehow.","It's completely normal to feel bad when you have to cancel plans, especially if it's with a close friend. Just make sure to explain your reasons and reschedule for another time.","I'm really sorry to hear that. It's tough when we have to cancel plans, especially when it's with someone we care about. Remember, it's okay to prioritize your needs sometimes.",3,3,2,16,51,51,"[-1, 1, -1, 1, 0, -1, 1, -1, -2, 2, 0, 0, -2, 0, 2, -1]","[1, 0, 1, -1, 1, 1, -2, 1, 1, -2, -1, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 1, 1, -1, 1, 0, -1, -1, -1, 1, -1, -2, 2]","['Give Information', 'Simple Reflection', 'Give Information', 'Support', 'Emphasize Autonomy']","['Affirm', 'Direct']","['Affirm', 'Direct']"
196,59609bdb599b690001ef2c59,5c5b29035e09ea0001552e37,577bfad9d8e8880001b31280,hit:4262_conv:8525,disgusted,negative,disgust,i had to assist a mom with two daughters who all had lice,i had to assist a mom with two daughters who all had lice,Oh no! That sounds awful! What a kind thing to do though! Im sure they were very grateful for your help!,That sounds like quite a challenging situation. It's important to handle such cases with care and patience. I hope you were able to help them effectively.,That sounds like a challenging situation. It's great that you were there to help. I'm sure your assistance was greatly appreciated. How are they doing now?,3,2,3,16,51,51,"[-1, 1, -1, 1, 0, -1, 1, -1, -2, 2, 0, 0, -2, 0, 2, -1]","[1, 0, 1, -1, 1, 1, -2, 1, 1, -2, -1, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 1, 1, -1, 1, 0, -1, -1, -1, 1, -1, -2, 2]","['Other', 'Simple Reflection', 'Affirm', 'Support']","['Complex Reflection', 'Advise without Permission', 'Support']","['Complex Reflection', 'Advise without Permission', 'Support']"
196,59609bdb599b690001ef2c59,5c5b29035e09ea0001552e37,577bfad9d8e8880001b31280,hit:7381_conv:14762,impressed,positive,surprised,it was impressive to see Lebron sign with the lakers and leave the cavs a second time,it was impressive to see lebron sign with the lakers and leave the cavs a second time,i don't really follow players when they get so big that they seem like they are getting too big for their britches,"Indeed, LeBron's move to the Lakers was a significant moment in NBA history. It's always fascinating to see how such changes impact the dynamics of the teams and the league.","I can understand why you'd find that impressive. LeBron's decision to join the Lakers must have been a tough one, especially leaving the Cavs again. It shows his determination and courage.",1,3,2,16,51,51,"[-1, 1, -1, 1, 0, -1, 1, -1, -2, 2, 0, 0, -2, 0, 2, -1]","[1, 0, 1, -1, 1, 1, -2, 1, 1, -2, -1, -2, 1, -1, -2, 1]","[1, -1, 2, -2, 1, 1, -1, 1, 0, -1, -1, -1, 1, -1, -2, 2]",['Self-Disclose'],"['Give Information', 'Give Information']","['Give Information', 'Give Information']"
197,5d599edd98cf220016ec562e,614ff5087d00000408f278d5,605e4cc9d4e548bca0ad00ad,hit:8596_conv:17192,anxious,negative,fear,"My friends are in the process of adopting a child through DFACS.  It has been a long time coming and all of us are eager for this to go through, it's been pretty nerve wracking",My friends are in the process of adopting a child through DFACS.  It's been going on for so long though!,That's so awesome!  Are they adopting domestically or abroad?  My husband and I tried to adopt from Japan but our paperwork expired before we could and then I got pregnant. I hope it goes well for them!,"Adoption can indeed be a lengthy process, especially through agencies like DFACS. It's important to ensure the best possible match for both the child and the family. Patience is key in this journey.","I can imagine how challenging and emotionally draining this process must be for your friends. Adoption can be a long journey, but the end result is so rewarding. They're doing an amazing thing.",3,3,3,45,42,46,"[1, -1, 2, -1, 2, 0, 0, 1, 0, 0, -1, 0, 0, -1, -2, 1]","[1, 0, 1, -1, 1, 0, -2, 0, -1, 0, -1, -1, 0, -1, -2, 0]","[0, -1, 1, -1, 1, 2, -1, 0, 1, 0, -1, -1, 0, -1, -2, 1]","['Affirm', 'Closed Question', 'Self-Disclose', 'Support']","['Give Information', 'Give Information', 'Give Information']","['Give Information', 'Give Information', 'Give Information']"
